sub,bone,iters,L_edge_mean,L_edge_median,L_edge_std,L_edge_max,L_edge_99,L_edge_95
14818R,tpm,1,0.17658992419198874,0.17365301609526645,0.025913986716597906,0.29203314880335773,0.24283756775953289,0.22195208490837873
14818R,tpm,5,0.17836606841611624,0.17645344995209433,0.020553429265178544,0.25347287823355547,0.22846443656717774,0.2140663704825441
14818R,tpm,10,0.1786277901883003,0.17681693922001623,0.01943275362578907,0.24910971478446567,0.22712581821378125,0.21231110426926217
14818R,tpm,20,0.17872804805390655,0.17694506209508365,0.0187663115210764,0.24973710176903874,0.2262971951876841,0.21112621450773628
14818R,tpm,40,0.17899251251293063,0.17756004618157453,0.018356307280659165,0.25255646893317607,0.22570500067378418,0.21050389952708068
14818R,tpm,80,0.1796804397798962,0.1784683445054155,0.018226189652769918,0.2569795517156968,0.22714223006122264,0.21089785203450495
14818R,mc1,1,0.1785847535235686,0.17690395699362016,0.027392460064855323,0.29712726229680864,0.24615815409276764,0.22640635589411148
14818R,mc1,5,0.18031380341729966,0.17904161527421247,0.021411304778269746,0.2556055554951801,0.23306553755417417,0.21742991051583382
14818R,mc1,10,0.18052093919145554,0.1793804337034234,0.02041674475688003,0.2551454683117229,0.2306041876420685,0.21618864441434354
14818R,mc1,20,0.18060257980020442,0.17957794964860901,0.0197989900698939,0.25401639710853763,0.22989200109094846,0.21476024072711442
14818R,mc1,40,0.18080375108664432,0.17987252430327344,0.019437880472016895,0.25489560608217415,0.2295346108632054,0.21428908510819009
14818R,mc1,80,0.18146456175923995,0.18060375134011902,0.019261788220011823,0.25760252327957933,0.2301857870540966,0.21467853869044176
14874R,tpm,1,0.1886367895881492,0.18858903732719326,0.028058060242565127,0.28198455631469704,0.25275974248609756,0.23562276510733374
14874R,tpm,5,0.189486414276788,0.18921666145872273,0.02184993232175308,0.2678157015561249,0.2415794914713285,0.22610042790760096
14874R,tpm,10,0.18940620295314098,0.18905935575898022,0.020941504374896353,0.26725036950396397,0.23973465307818168,0.22430248315892842
14874R,tpm,20,0.18933115939200354,0.18914542024465478,0.020270142185520326,0.26057169838645305,0.23794176353045995,0.22316224142788954
14874R,tpm,40,0.1893919289088167,0.1893152133347949,0.019872194587983217,0.2594270032205658,0.23719584050041317,0.22248695463717283
14874R,tpm,80,0.18989815340641217,0.189863872287488,0.019680522862252945,0.26027304893131614,0.23773136212131887,0.22242287424811338
14874R,mc1,1,0.18744934143943434,0.18758498074052288,0.027821946876268325,0.29369882532962244,0.2524709928151723,0.2337999058960324
14874R,mc1,5,0.18813604197002506,0.18795555325586102,0.022109369657540137,0.2672426799745857,0.24027088273315533,0.22446675810236283
14874R,mc1,10,0.188150475086957,0.18794253110951525,0.02128005261348525,0.2644680699063793,0.23877111845642443,0.2233306517242193
14874R,mc1,20,0.188125308978569,0.18786700082771532,0.02082550940865773,0.26339743734515625,0.23781367355668656,0.22246569606699743
14874R,mc1,40,0.1882410744182558,0.18804730787738325,0.020477342061890363,0.26237494163886993,0.2378490021622192,0.22197491403790262
14874R,mc1,80,0.18871368893521948,0.18858976641059275,0.02030635587374189,0.262468074249046,0.23781540624370703,0.2220737715032138
22306R,tpm,1,0.18866778268077117,0.18866205235816155,0.027597595163382085,0.28284845765886585,0.2519899725247009,0.23486202737407072
22306R,tpm,5,0.18902223629725132,0.18880398565536022,0.022325692437623567,0.26537673221290364,0.2424583534244732,0.22686830867719548
22306R,tpm,10,0.1890068005259819,0.18877801778809325,0.021523106047410985,0.2664347011933778,0.24135807580464638,0.22532812074382302
22306R,tpm,20,0.18893354628467363,0.18879968220313229,0.02108213516417071,0.26505855956750846,0.23967859253219373,0.22417740741480463
22306R,tpm,40,0.1889927226155013,0.1889133796213634,0.020778092891474986,0.2657654793234006,0.23830429244558388,0.22377451576914548
22306R,tpm,80,0.1894232550832496,0.1894592436025459,0.02054318330325303,0.2629902089432149,0.23796429290067886,0.22375553620446945
22306R,mc1,1,0.18671654802119597,0.1872792166775018,0.027808413184824726,0.286083781434747,0.2519023140499589,0.23245340608249276
22306R,mc1,5,0.18768219833362626,0.18787336160296547,0.02217804288313447,0.26381601543498595,0.24031222195787447,0.22433920740244753
22306R,mc1,10,0.18766505905169575,0.18785433186379835,0.021453542585926858,0.26292462798301164,0.23930193521936935,0.22279603001926027
22306R,mc1,20,0.18772391236920954,0.18792265696288074,0.02104467801893596,0.262557726985917,0.2387162078914237,0.22218186241648677
22306R,mc1,40,0.1878380886639407,0.18821362858615362,0.02069905417606115,0.2646909896464236,0.23783678649678078,0.22165729036919218
22306R,mc1,80,0.1882824385591607,0.1888106194047265,0.02043813134941497,0.2641812256766049,0.23737498983493213,0.22189250099547006
50000R,tpm,1,0.1779295144473266,0.17565114573104545,0.025631547250102155,0.28069520836665046,0.24171882198453076,0.22284120658194426
50000R,tpm,5,0.17936803134882676,0.17798473248896074,0.02075284360739724,0.2638996968546934,0.22970664414944578,0.21561350259093665
50000R,tpm,10,0.1794736234097239,0.17822640096237524,0.01978267793971125,0.26259659175243577,0.2277880706298129,0.21373735048109857
50000R,tpm,20,0.1796317143853701,0.17861960978136937,0.01912507697597794,0.2636199726879601,0.22689408643599793,0.21244709693512107
50000R,tpm,40,0.17983120237082592,0.17886090964768117,0.01872309471975601,0.26261502241874796,0.22611985654575967,0.21211609321217653
50000R,tpm,80,0.18053432074091869,0.17964938073925715,0.018553208320817464,0.2614170805437168,0.2265950617123389,0.2123647192820371
50000R,mc1,1,0.18247796312385403,0.18094099865881197,0.0276365455050604,0.28358568370070647,0.24960018768900682,0.2296531297295047
50000R,mc1,5,0.1834710293007878,0.18223135020869746,0.021737667468963492,0.2638649086180268,0.23574660161948527,0.22113329012159574
50000R,mc1,10,0.18347277782584243,0.18221956535735753,0.02095984363378061,0.26270272172171927,0.23413223419127024,0.21981771968349786
50000R,mc1,20,0.18351340584294873,0.18228200679006057,0.02041436520406044,0.2638055533911292,0.23268367805581014,0.21881494326806597
50000R,mc1,40,0.18357751724637542,0.1824726006829544,0.020110683230302222,0.26400981042378613,0.2317772680631572,0.21830880650990014
50000R,mc1,80,0.18403525152257372,0.1831171756007533,0.020009371601859848,0.26311763528885396,0.23203953152633933,0.21820940629957206
50049R,tpm,1,0.17882594057208495,0.17693763023660963,0.025686197858784194,0.2909266058647727,0.2426823926393817,0.22384461574076844
50049R,tpm,5,0.1803269733832828,0.1789464305268828,0.020663978651469895,0.2603893430999045,0.2313467111840306,0.21668302309362672
50049R,tpm,10,0.180649266675981,0.17937012014268414,0.01965728245782353,0.25753230865271265,0.22926393591644803,0.21523420964086018
50049R,tpm,20,0.1808792659816966,0.1796368837396417,0.01900757222999475,0.25631067086643405,0.2282375768785121,0.21447281868587886
50049R,tpm,40,0.18104356625972565,0.17981651759501455,0.01869467694199936,0.2561784729441615,0.22794695982929805,0.21412846144214098
50049R,tpm,80,0.18160158485836667,0.18038317549038996,0.018587205334839527,0.25652485259717706,0.22842585881124325,0.21403914576878105
50049R,mc1,1,0.180897688471597,0.179167658911423,0.026959155130610767,0.3098749586526901,0.246605988356282,0.22779797588692594
50049R,mc1,5,0.18228885849143794,0.18106112227612392,0.021334334090565475,0.2630292949463994,0.23402820616203285,0.21929139061881284
50049R,mc1,10,0.18233596023607024,0.18114634967340332,0.020568785013255302,0.26082338852181053,0.23300155835120903,0.21778336941320747
50049R,mc1,20,0.18231410780167023,0.18117037560322188,0.020171776427706935,0.25853218368319264,0.23168453834198338,0.2170834441037256
50049R,mc1,40,0.18240375745450427,0.1812789563074665,0.019823747294787777,0.2586232974811134,0.23086238589810712,0.2163265228705258
50049R,mc1,80,0.18291034608012527,0.1819340814690835,0.01963079093419439,0.2599328567149536,0.23089365256755107,0.21638346043207493
50034R,tpm,1,0.1809940319598485,0.17905362325293026,0.02555754884723385,0.3009335807117576,0.2444103201536354,0.2255345760552202
50034R,tpm,5,0.1819148133713314,0.18060058138868074,0.020660577028146918,0.2586956706247683,0.23294765398721604,0.218175004296973
50034R,tpm,10,0.18193178096664533,0.1809108343832668,0.0199402277956096,0.2655273055638572,0.2308732362113782,0.21684748672710522
50034R,tpm,20,0.18194646395364286,0.18103829705332672,0.019507812713075775,0.26134622629761095,0.2299872896400685,0.21590349343525506
50034R,tpm,40,0.18210627265937043,0.1813596151297138,0.019163369417963583,0.2639047366001683,0.22931983418718677,0.21536916213794036
50034R,tpm,80,0.18259503383309048,0.18189945022898824,0.018997091373240814,0.26020814745122783,0.23000900481769423,0.2153310741579895
50034R,mc1,1,0.18195698375975056,0.18044724990973188,0.026456301507938852,0.29747304079529213,0.24603100712681597,0.22804932470189754
50034R,mc1,5,0.1827885918212702,0.181874929532059,0.021263160525911713,0.2600637614124681,0.23371715307980973,0.21949883940457926
50034R,mc1,10,0.18280324259586772,0.1819550631332897,0.02059068286605568,0.25733373272853477,0.23260991114726956,0.21787523838115075
50034R,mc1,20,0.18287706187201777,0.18227630125590066,0.020199548818123955,0.2592058062621342,0.23157761913536198,0.217026591683894
50034R,mc1,40,0.18298660068556022,0.1824982465669245,0.019960915567110254,0.2602718002396769,0.2311206053090972,0.2168288334073863
50034R,mc1,80,0.18346242308458505,0.18302068189142262,0.019858700344905108,0.2600160764260584,0.23171099671329606,0.21689216119253985
15006R,tpm,1,0.18920636998905865,0.18953100002945106,0.02811704554856051,0.2890640067528348,0.2547196576108486,0.23637562401101053
15006R,tpm,5,0.1893049565342178,0.18894178997777286,0.022636042581634788,0.26394128134871203,0.2424276167738707,0.227560980838098
15006R,tpm,10,0.1893035332463964,0.18895900348563607,0.021612399914828113,0.26640587455984616,0.24089374463652663,0.2257450431285919
15006R,tpm,20,0.18923206744300966,0.1890180150144275,0.020996249055288633,0.26294531750916955,0.23962766592270893,0.22449971267623406
15006R,tpm,40,0.1892625582620989,0.18910430983983434,0.020597757565520635,0.2602158527069445,0.23864769008879025,0.2236989047563919
15006R,tpm,80,0.18978048850643026,0.1897403752499757,0.020308034946122357,0.2609482707358006,0.2382632738944017,0.2236923009975387
15006R,mc1,1,0.18851052865401005,0.18854707634964274,0.028430727111243483,0.2902083561856812,0.25487863745791517,0.23547993532692812
15006R,mc1,5,0.18872003860553252,0.1885125990484479,0.022596761589403172,0.2684864987294527,0.24247783383903238,0.22574210948850248
15006R,mc1,10,0.18862264443258792,0.18860938470352934,0.021797876923028498,0.2636380093992593,0.24112220914593513,0.22436956120977292
15006R,mc1,20,0.18856631875713142,0.18856033517152465,0.021405541607524434,0.2648490135907648,0.24047045525042995,0.22381845316683174
15006R,mc1,40,0.18862127069750653,0.18861071019431103,0.021136535406896414,0.26561061725767543,0.23980842299755642,0.2232971114675912
15006R,mc1,80,0.1890754895496755,0.18908413471256055,0.02098957683396539,0.2653695536417039,0.2403043884862034,0.22364838459694755
50017L,tpm,1,0.18022970070697483,0.1782109985382451,0.02611023579382235,0.2850084911015788,0.2463566763386663,0.22643820349038532
50017L,tpm,5,0.1811373567625773,0.17971812651957564,0.020722258618364627,0.2652960798805694,0.23300033255153632,0.2178900295394085
50017L,tpm,10,0.18123196038617526,0.17993559959052374,0.019899557967609883,0.2617019105776754,0.23144739680216972,0.2162880001187635
50017L,tpm,20,0.18122369878251632,0.18004504991806583,0.019461148340405767,0.2587466328283382,0.2304406144536163,0.21537286494461413
50017L,tpm,40,0.18139194163318623,0.1803628010427912,0.019182340700220638,0.26128427047949826,0.23000195390334288,0.21511877649330446
50017L,tpm,80,0.18199348884607985,0.18105800175633766,0.01903921066266107,0.26554393233512147,0.2303155096264361,0.215453475256272
50017L,mc1,1,0.18237356676008107,0.18070691741048586,0.026776538164461856,0.29465868390392913,0.24715848678261138,0.2291325489198241
50017L,mc1,5,0.1831655776725361,0.18208959333251903,0.021517969090065644,0.2622148927883448,0.23536458778344033,0.2203422428007845
50017L,mc1,10,0.1832086846879106,0.18229304695182816,0.02075643398785654,0.2592614317633783,0.23366569170292098,0.21875733472772949
50017L,mc1,20,0.1832902652875175,0.18249384921028083,0.020244132323906996,0.2606473479627193,0.23309737833759359,0.21777342124268276
50017L,mc1,40,0.18348494626348233,0.1828223454613766,0.019914347325275913,0.25889598297386257,0.23219509659827517,0.21721407848349156
50017L,mc1,80,0.18407183562160812,0.18354097635132194,0.019785738843416514,0.26496224259316586,0.23184473252589266,0.21750708034452063
15441R,tpm,1,0.18797722969988906,0.1883856815068206,0.028395352356339918,0.2906186676729408,0.2533858419107597,0.2350034765093132
15441R,tpm,5,0.18868352523241344,0.18885205850081624,0.02226147333259293,0.2665576860643902,0.24011217378335917,0.22557620873943532
15441R,tpm,10,0.18867774063375267,0.18889544727177332,0.021268172468467853,0.2650731219871204,0.2385416567107946,0.22345742323762466
15441R,tpm,20,0.18864064119499596,0.189001825388007,0.020725403958339658,0.2631425659219878,0.23775538318198594,0.2226913065206943
15441R,tpm,40,0.18871075837202922,0.18910002644102883,0.020416693846764016,0.2637739373023843,0.2377199536817737,0.22226902617830274
15441R,tpm,80,0.1891874213578675,0.18965816618238807,0.020284403329559945,0.2645132321831864,0.23790541265047946,0.22260143963717988
15441R,mc1,1,0.18693452323020793,0.18625251676101376,0.02834298781591004,0.299831302568614,0.2533906222157767,0.23479100916774306
15441R,mc1,5,0.18712793286637808,0.18650599176112678,0.022648166205976837,0.2659199315583495,0.23990428794612806,0.22575730330815694
15441R,mc1,10,0.1871024839737558,0.1865214866944321,0.021824359290225,0.2642635805403381,0.23896383474588767,0.22382623505555813
15441R,mc1,20,0.18711728503926217,0.186565404080137,0.021327133657991,0.2642017410994962,0.23891935957650393,0.22291337890888352
15441R,mc1,40,0.18719513343881405,0.18670064274126183,0.021022507374431367,0.262347403265201,0.2382311185599824,0.22249828088922255
15441R,mc1,80,0.18757387333620532,0.18708650405627503,0.020826547883701578,0.26718877221920145,0.23827684215711362,0.2225087324115095
14827L,tpm,1,0.18966157376187387,0.18787268295290993,0.031045159144321505,0.29895611718109066,0.2564947521078871,0.24439412837300803
14827L,tpm,5,0.18973321502159518,0.18838789770046116,0.025099475221899398,0.2683188401882999,0.24913082506966172,0.23464151380350187
14827L,tpm,10,0.1895779797599742,0.1883529665282708,0.023905532187827372,0.2655390931670933,0.24712843416892846,0.2322725766518736
14827L,tpm,20,0.18939537640382859,0.18834978099271393,0.022990785283244507,0.2651403590553409,0.2438600292982644,0.23008983008512957
14827L,tpm,40,0.18942323734567254,0.18841709051994954,0.022340872511053822,0.2644821544074399,0.2412243946832263,0.2290293212669008
14827L,tpm,80,0.18994141972970408,0.1891832445008427,0.021897255142093196,0.26686665209424215,0.240942831150778,0.22827375228927663
14827L,mc1,1,0.1876870030159367,0.18618606285112413,0.03132882528481005,0.2800361405247408,0.25612041172548106,0.24080280313914865
14827L,mc1,5,0.18842880713415477,0.1869907082922386,0.02466357567071964,0.2659815971077595,0.24473532948880958,0.23138722195318442
14827L,mc1,10,0.1884806974537019,0.18701574800000245,0.023524676605041234,0.266917590278354,0.2431603539955636,0.22910381925802398
14827L,mc1,20,0.18846239302394113,0.1871057588585343,0.02283564202348171,0.2622026124965307,0.2413798679453705,0.22747546571004423
14827L,mc1,40,0.1887165359242556,0.1875127995630883,0.022336207520542474,0.26658957218915985,0.23939212585882144,0.22667317326936678
14827L,mc1,80,0.18934014689792195,0.18826567663668897,0.022075262719805627,0.26618414678564123,0.23972482293375358,0.2267883561812291
14726R,tpm,1,0.18807131029826196,0.18828967045486114,0.02801895752313328,0.28151854290615075,0.2525706632869816,0.23430942995721835
14726R,tpm,5,0.18869144756347375,0.18838524358345787,0.02237340750719969,0.26565014586858726,0.24139985500981337,0.22625456452388493
14726R,tpm,10,0.18863840120736583,0.18828170383761922,0.02141280600567287,0.26409356296585845,0.2396935823679717,0.22430695374726475
14726R,tpm,20,0.18867741634919544,0.188341923106031,0.020821951352573732,0.2666967566356841,0.2391583498635452,0.22326889617679022
14726R,tpm,40,0.18880358966495944,0.18847282297455908,0.02035812184085429,0.2654298589081474,0.238429587636437,0.22254213081394075
14726R,tpm,80,0.18921458453069656,0.18891892440938754,0.020073232308867872,0.2630323174060573,0.23834923881590098,0.2224349253068068
14726R,mc1,1,0.18682907314833264,0.1872698587600188,0.028194915646485897,0.3001566257806034,0.2531245541500904,0.23332295214372437
14726R,mc1,5,0.18745241251395278,0.18784301956687197,0.022844285207362626,0.2671198233003273,0.24119817487575662,0.22477232900422814
14726R,mc1,10,0.18746914649402957,0.18791753510516643,0.022036441785505286,0.26568025895801956,0.23998474945960419,0.22336069484132426
14726R,mc1,20,0.18750405410354126,0.18788560349318506,0.021555143667946235,0.2669925092582105,0.23930499362246277,0.22239053486771684
14726R,mc1,40,0.18756744726471664,0.18796010214936343,0.02123672922975638,0.265130156715538,0.23873337196704714,0.22190989161126906
14726R,mc1,80,0.18791984785932334,0.1882817038376223,0.02102926404505237,0.2662667835085749,0.23824428611644344,0.22203873535072652
15294R,tpm,1,0.18751936269684294,0.18784115629840425,0.028081200853530722,0.28751676472860044,0.25353088390777717,0.23445218538779858
15294R,tpm,5,0.187815092975517,0.18820536655453798,0.021946900480945348,0.268613123283281,0.23930421638355784,0.2241183526400319
15294R,tpm,10,0.18781720938763335,0.18834528133186723,0.020964427686154724,0.26474631253334413,0.23715857033838056,0.22244289687687613
15294R,tpm,20,0.1877466176120257,0.1883469139279582,0.020497575705187367,0.267182877445391,0.2362721361930738,0.22151121283696068
15294R,tpm,40,0.18782787653916777,0.18848397809893647,0.020083190008409968,0.26214631410722095,0.2355780020551418,0.22116238378070305
15294R,tpm,80,0.18822968316389654,0.18881273791775846,0.019907811357969932,0.26128115125282114,0.23591887920165755,0.22139170715953724
15294R,mc1,1,0.18867485982018578,0.18882468059021937,0.027240128736151635,0.2841087115876618,0.25218819702541584,0.23395035797620026
15294R,mc1,5,0.18908023562648674,0.18874917218362294,0.022152935028440672,0.26405196458272506,0.2404930064383326,0.22585104160832742
15294R,mc1,10,0.18906561879519393,0.1890238741534245,0.0214011620974818,0.26475203493080285,0.23918487458122417,0.22454579599716387
15294R,mc1,20,0.189011720133909,0.18910626642122175,0.020920596275726844,0.26577238381742657,0.2384195105343949,0.22371908163527476
15294R,mc1,40,0.189066329229877,0.18921532707474206,0.020512395429769393,0.26494761746427614,0.23784608468503188,0.22283018197722282
